Riding	Poll	R	FPTP	MMP	Rejected	Unmarked	Declined	Voter turnout	Number of names	Location of voting place					
2	182		72	34	1	0	0	107	209	Township of Spanish Municipal Office					VRAI
2	183		71	29	0	3	3	106	309	Sagamok Community Centre					VRAI
2	184		59	41	1	3	1	105	169	Whitefish River Community Centre					VRAI
2	185		78	29	0	5	0	112	275	Killarney Lion's Den					VRAI
2	186		15	8	0	0	0	23	28	Meldrum Bay Community Hall					VRAI
2	189		38	23	0	0	0	61	114	Sheshegwaning Community Complex					VRAI
2	192		133	50	0	5	0	188	387	Gordon Township Community Hall					VRAI
2	193		136	39	4	7	0	186	380	Gore Bay Community Hall					VRAI
2	194s		12	1	0	1	1	15	62	Manitoulin Lodge					VRAI
2	195		96	33	3	5	4	141	240	Gore Bay Community Hall					VRAI
2	196		51	40	0	0	1	92	127	Kagawong Park Centre					VRAI
2	197		107	45	0	7	0	159	269	Kagawong Park Centre					VRAI
2	198		24	17	0	2	0	43	222	Sucker Creek Community Centre					VRAI
2	200		82	26	0	1	0	109	464	Nemi Recreation Centre					VRAI
2	201		94	42	0	11	0	147	192	Nemi Recreation Centre					VRAI
2	202s		22	2	2	3	0	29	51	Manitoulin Centennial Manor					VRAI
2	203		75	55	8	3	6	147	310	Nemi Recreation Centre					VRAI
2	204		87	43	0	2	0	132	331	Nemi Recreation Centre					VRAI
2	205		42	21	0	0	0	63	72	Silver Water Community Hall					VRAI
2	206		70	50	0	4	0	124	184	Evansville - Burpee Mills Municipal Complex					VRAI
2	207		90	47	1	1	0	139	469	M'Chigeeng Community Centre					VRAI
2	208		76	30	0	4	0	110	157	Rockville Community Hall					VRAI
2	210		126	40	0	3	19	188	340	Sheguiandah Senior Citizens Hall					VRAI
2	211		59	50	0	8	0	117	448	Wikwemikong Arena					VRAI
2	212s		14	7	0	10	5	36	54	Wikwemikong Nursing Home					VRAI
2	213		69	45	0	3	0	117	344	Wikwemikong Arena					VRAI
2	214		140	48	0	5	0	193	359	Spring Bay Community Hall					VRAI
2	215		126	35	2	2	0	165	293	Providence Bay Centennial Hall					VRAI
2	217		134	36	1	6	1	178	317	Township of Central Manitoulin					VRAI
2	218		101	36	1	2	0	140	236	Township of Central Manitoulin					VRAI
2	219		113	46	3	0	0	162	233	Big Lake Community Hall					VRAI
2	220		160	69	1	14	2	246	462	Manitowaning-Assiginack Public School					VRAI
2	221		44	21	1	0	0	66	140	Manitowaning-Assiginack Public School					VRAI
2	222		136	40	7	7	0	190	308	Tehkummah Community Hall					VRAI
2	223		51	25	0	3	5	84	186	Wikwemikong Kaboni St. Anthony					VRAI
2	400		61	39	1	7	0	108	184	3 Washington Crescent					VRAI
2	401		75	34	1	2	0	112	183	1 Washington Crescent					VRAI
2	402		107	43	1	8	0	159	259	100 Warsaw Place					VRAI
2	ADV001		233	102	0	6	1	342	0	Returning Office / Bureau du directeur du scrutin					VRAI
2	ADV002		308	128	5	14	0	455	0	Blind River Community Complex					VRAI
2	ADV003		49	28	3	3	0	83	0	Dubreuilville Social and Cultural Centre					VRAI
2	ADV004		305	177	4	12	1	499	0	Espanola Community Complex					VRAI
2	ADV005		185	126	1	3	1	316	0	Goulais River Captain Tilley's Community Centre					VRAI
2	ADV006		283	96	2	12	1	394	0	Chapleau DSAB					VRAI
2	ADV007		125	58	1	1	1	186	0	Manitouwadge Recreation Centre					VRAI
2	ADV008		31	13	1	2	2	49	0	Killarney Lion's Den					VRAI
2	ADV009		60	29	0	2	0	91	0	White River Harmony Club					VRAI
2	ADV010		101	79	0	2	0	182	0	Hornepayne North Star Centre Complex					VRAI
2	ADV011		149	55	0	2	0	206	0	Town of Gore Bay Council Chambers					VRAI
2	ADV012		167	89	0	4	1	261	0	Echo Bay Elks Hall					VRAI
2	ADV013		902	400	8	39	4	1353	0	Paris Plaza					VRAI
2	ADV014		141	91	0	8	2	242	0	Nemi Recreation Centre - Curling Club					VRAI
2	ADV015		155	106	1	6	0	268	0	Wawa Satellite Office / Bureau satellite					VRAI
3	1		134	74	4	5	0	217	486	Marian Hall					VRAI
3	2		59	28	0	3	0	90	175	Marian Hall					VRAI
3	3		112	79	3	5	0	199	401	Marian Hall					VRAI
3	4		157	75	0	1	1	234	444	Balaclava Public School					VRAI
3	5		132	86	0	4	0	222	407	Marian Hall					VRAI
3	006s		13	5	0	2	2	22	28	Freelton Lions Villa					VRAI
3	7		128	69	0	1	2	200	390	Marian Hall					VRAI
3	8		137	67	0	0	0	204	398	Balaclava Public School					VRAI
3	9		123	58	4	1	0	186	340	Balaclava Public School					VRAI
3	10		103	55	1	3	0	162	309	Carlisle United Church					VRAI
3	11		183	94	0	0	0	277	458	Carlisle United Church					VRAI
3	12		113	79	0	3	1	196	333	Valens Community Centre					VRAI
3	13		107	56	0	1	0	164	278	Balaclava Public School					VRAI
3	014s		3	4	0	0	0	7	28	Carlisle United Church					VRAI
3	15		135	58	4	0	0	197	369	Marian Hall					VRAI
3	16		160	65	0	4	0	229	448	Balaclava Public School					VRAI
3	17		102	74	0	2	0	178	329	Flamborough Centre Public School					VRAI
3	18		73	66	0	4	0	143	250	Valens Community Centre					VRAI
3	19		75	38	1	2	1	117	211	Valens Community Centre					VRAI
3	20		169	99	1	1	0	270	465	Flamborough Centre Public School					VRAI
3	21		164	33	0	1	0	198	358	Valens Community Centre					VRAI
3	22		130	69	0	0	0	199	370	Millgrove Community Centre					VRAI
3	23		134	82	0	0	6	222	425	Flamborough Centre Public School					VRAI
3	24		126	62	1	6	1	196	387	St. Thomas Apostle Parish					VRAI
3	25		75	57	0	1	0	133	333	Bethel Christian Reformed Church					VRAI
3	26		32	21	0	1	0	54	121	Bethel Christian Reformed Church					VRAI
3	27		171	72	0	4	1	248	565	Beverly Central Public School					VRAI
3	28		155	85	0	4	0	244	434	Millgrove Community Centre					VRAI
3	29		96	86	0	7	0	189	330	St. Thomas Apostle Parish					VRAI
3	030s		15	12	0	1	2	30	124	Alexander Place					VRAI
3	31		51	31	0	3	0	85	219	Grace Anglican Church					VRAI
3	032s		33	4	0	0	1	38	47	Village Manor					VRAI
3	33		53	48	0	2	1	104	281	Grace Anglican Church					VRAI
3	34		131	74	0	3	2	210	391	Mary Hopkins Public School					VRAI
3	35		57	41	1	2	0	101	250	Mary Hopkins Public School					VRAI
3	036s		8	2	1	0	0	11	32	Grindstone Creek Manor					VRAI
3	37		88	55	1	0	5	149	360	Mary Hopkins Public School					VRAI
3	38		95	77	0	1	0	173	397	Mary Hopkins Public School					VRAI
3	39		133	72	0	1	1	207	398	Mary Hopkins Public School					VRAI
3	40		107	57	0	1	0	165	345	Mary Hopkins Public School					VRAI
3	41		95	52	0	3	0	150	341	Bethel Christian Reformed Church					VRAI
3	42		85	42	0	1	0	128	246	Knox Presbyterian Church					VRAI
3	043A		104	68	0	1	0	173	395	Dr. John Seaton Public School					VRAI
3	043B		108	45	0	2	1	156	344	Dr. John Seaton Public School					VRAI
3	44		152	83	4	0	2	241	453	Waterdown District High School					VRAI
3	45		131	77	0	2	2	212	390	Waterdown District High School					VRAI
3	46		138	76	0	2	0	216	408	Waterdown District High School					VRAI
3	47		145	64	0	3	0	212	415	Guy Brown Public School					VRAI
3	48		117	76	0	3	0	196	413	Waterdown District High School					VRAI
3	49		110	56	0	3	0	169	359	Waterdown District High School					VRAI
3	50		167	86	1	0	0	254	475	Guy Brown Public School					VRAI
3	51		64	44	0	1	0	109	219	Royal Canadian Legion Hall					VRAI
3	052s		16	6	1	3	0	26	39	Elim Villa Senior Citizen Home					VRAI
3	53		142	73	3	5	0	223	432	Royal Canadian Legion Hall					VRAI
3	54		118	68	0	1	0	187	354	Royal Canadian Legion Hall					VRAI
3	55		99	48	0	3	2	152	301	Knox Presbyterian Church					VRAI
3	56		143	67	1	1	0	212	388	Royal Canadian Legion Hall					VRAI
3	57		61	56	0	0	0	117	220	Knox Presbyterian Church					VRAI
3	58		19	13	1	1	0	34	75	Dr. John Seaton Public School					VRAI
3	59		184	81	1	3	0	269	465	Beverly Central Public School					VRAI
3	60		145	78	0	5	0	228	424	Millgrove Community Centre					VRAI
3	61		118	84	0	3	3	208	369	Waterdown District High School					VRAI
3	62		59	65	1	3	0	128	316	Guy Brown Public School					VRAI
3	63		87	62	1	3	0	153	329	Guy Brown Public School					VRAI
3	64		100	46	0	2	2	150	319	Guy Brown Public School					VRAI
3	65		116	37	1	1	0	155	322	Guy Brown Public School					VRAI
3	66		137	89	0	8	0	234	348	Calvin Christian Reformed Church					VRAI
3	67		135	72	1	4	1	213	436	Nigel Charlong Community Centre					VRAI
3	68		152	70	0	4	0	226	357	Beverly Township Hall					VRAI
3	69		140	83	4	3	0	230	410	Spencer Valley Public School					VRAI
3	70		98	50	1	4	1	154	259	Nigel Charlong Community Centre					VRAI
3	071s		8	8	1	2	0	19	25	Missionary Sisters of the Precious Blood					VRAI
3	072s		34	6	1	1	0	42	52	Sisters of St. Joseph					VRAI
3	73		89	56	0	1	3	149	254	Nigel Charlong Community Centre					VRAI
3	74		126	47	1	2	0	176	313	Sheffield Community Centre					VRAI
3	75		150	64	4	2	3	223	372	Spencer Valley Public School					VRAI
3	76		186	90	0	3	3	282	460	Greensville Public School					VRAI
3	77		118	72	0	3	0	193	304	Parkside High School					VRAI
3	78		129	100	1	3	0	233	383	Yorkview Public School					VRAI
3	79		158	63	0	4	1	226	395	Parkside High School					VRAI
3	80		119	73	2	5	0	199	359	Beverly Central Public School					VRAI
3	81		136	73	5	1	0	215	341	Greensville Public School					VRAI
3	82		100	77	8	7	13	205	354	Dundas District Public School					VRAI
3	83		131	80	1	2	0	214	349	Dundas District Public School					VRAI
3	84		93	71	0	2	2	168	291	J.L. Grightmire Arena					VRAI
3	85		89	101	0	5	0	195	304	Dundas Community Centre					VRAI
3	86		58	52	0	0	2	112	259	J.L. Grightmire Arena					VRAI
3	87		91	86	0	3	0	180	327	Parkside High School					VRAI
3	88		111	127	0	4	0	242	419	Dundas Community Centre					VRAI
3	089s		0	0	0	0	0	0	9	Dundas Community Centre					VRAI
3	090s		6	12	0	0	0	18	18	Elm Villa					VRAI
3	91		75	38	1	3	0	117	269	Dundas Community Centre					VRAI
3	92		92	67	1	0	0	160	322	Dundas Community Centre					VRAI
3	93		94	79	0	5	0	178	337	Yorkview Public School					VRAI
3	94		124	68	0	8	0	200	372	Parkside High School					VRAI
3	95		124	88	0	4	0	216	383	Yorkview Public School					VRAI
3	96		72	37	0	3	0	112	298	Yorkview Public School					VRAI
3	097s		36	38	0	3	0	77	142	Yorkville Place					VRAI
3	98		134	60	0	3	0	197	327	Yorkview Public School					VRAI
3	99		131	70	1	0	0	202	361	Dundana Public School					VRAI
3	100A		58	64	0	0	0	122	205	McMaster University					VRAI
3	100B		51	50	0	1	1	103	176	McMaster University					VRAI
3	100C		26	49	1	1	0	77	148	McMaster University					VRAI
3	100D		54	72	1	2	1	130	229	McMaster University					VRAI
3	100E		58	52	1	0	0	111	210	McMaster University					VRAI
3	101		111	103	1	4	0	219	323	George R. Allan School					VRAI
3	102		86	107	1	1	0	195	324	George R. Allan School					VRAI
3	103		98	70	0	4	0	172	280	George R. Allan School					VRAI
3	104		68	67	2	5	0	142	245	George R. Allan School					VRAI
3	105		93	69	0	8	0	170	331	George R. Allan School					VRAI
3	106s		44	23	1	6	0	74	203	Shalom Village					VRAI
3	107		121	57	1	2	1	182	362	Beverly Township Hall					VRAI
3	108		151	92	5	0	0	248	365	Greensville Public School					VRAI
3	109		151	83	3	2	1	240	400	Greensville Public School					VRAI
3	110		128	48	0	3	0	179	337	Highland Secondary School					VRAI
3	111		164	64	0	5	0	233	414	Highland Secondary School					VRAI
3	112		127	64	0	1	0	192	391	Highland Secondary School					VRAI
3	113		106	85	0	3	0	194	411	Highland Secondary School					VRAI
3	114		117	54	0	2	0	173	340	Dundas District Public School					VRAI
3	115		86	65	0	0	4	155	281	Highland Secondary School					VRAI
3	116		167	97	1	4	0	269	510	Highland Secondary School					VRAI
3	117		171	86	1	4	3	265	477	St. Bernadette Elementary School					VRAI
3	118		87	58	0	0	4	149	353	St. Bernadette Elementary School					VRAI
3	119s		28	12	4	3	1	48	62	The Georgian Retirement Residence					VRAI
3	120		118	74	0	4	1	197	323	J.L. Grightmire Arena					VRAI
3	121		65	49	0	2	0	116	262	St. Bernadette Elementary School					VRAI
3	122		138	71	3	4	0	216	397	St. Bernadette Elementary School					VRAI
3	123s		20	15	1	3	0	39	97	Blackadar Continuing Care Centre					VRAI
3	124		152	93	1	8	0	254	431	Dundas Baptist Church					VRAI
3	125		114	57	2	3	1	177	340	Dundana Public School					VRAI
3	126		73	61	0	0	0	134	273	Dundas Baptist Church					VRAI
3	127s		69	19	8	0	4	100	411	St. Joseph's Villa					VRAI
3	128		34	26	0	0	0	60	154	Dundas Community Centre					VRAI
3	129		50	39	0	1	0	90	237	Dundas Community Centre					VRAI
3	130		115	79	0	3	0	197	306	Dundana Public School					VRAI
3	131s		15	7	0	1	0	23	30	Bertram Place					VRAI
3	132s		12	4	0	0	0	16	16	Governor's Manor					VRAI
3	133s		16	6	1	5	0	28	43	Dundas Retirement Place					VRAI
3	134		79	46	0	5	0	130	270	Dundas Community Centre					VRAI
3	135A		20	9	1	1	1	32	46	Sherwood Place					VRAI
3	135B		85	27	0	3	0	115	197	Dundana Public School					VRAI
3	136s		20	6	1	6	0	33	157	Wentworth Lodge					VRAI
3	137		94	42	0	1	0	137	325	Dundas Baptist Church					VRAI
3	138		104	92	2	3	4	205	333	Dundana Public School					VRAI
3	139A		15	4	0	1	0	20	22	Valley Manor					VRAI
3	139B		44	30	0	1	0	75	189	Dundana Public School					VRAI
3	140		79	35	0	1	3	118	303	Dundana Public School					VRAI
3	141		29	26	1	3	0	59	147	Binkley United Church					VRAI
3	142		118	71	2	0	2	193	366	Dundana Public School					VRAI
3	143		79	70	0	4	0	153	353	Prince Philip Elementary School					VRAI
3	144		74	62	0	3	0	139	329	Binkley United Church					VRAI
3	145		67	71	1	2	0	141	392	Binkley United Church					VRAI
3	146		39	55	0	1	0	95	287	St. Mary's Catholic Secondary School					VRAI
3	147		50	46	0	4	0	100	287	Prince Philip Elementary School					VRAI
3	148		58	44	0	2	0	104	286	Dalewood Senior Elementary School					VRAI
3	149		66	59	1	3	0	129	341	Dalewood Senior Elementary School					VRAI
3	150		76	109	0	2	0	187	436	Dalewood Senior Elementary School					VRAI
3	151		110	94	2	2	0	208	360	Dalewood Senior Elementary School					VRAI
3	152		66	80	6	2	0	154	375	Dalewood Senior Elementary School					VRAI
3	153		80	60	0	1	0	141	338	Dalewood Senior Elementary School					VRAI
3	154		108	122	1	0	0	231	441	Westdale Senior School					VRAI
3	155		88	117	0	1	0	206	450	Dalewood Senior Elementary School					VRAI
3	156		75	89	1	2	0	167	328	Westdale Senior School					VRAI
3	157		104	97	0	1	2	204	369	Westdale Senior School					VRAI
3	158		41	43	0	3	0	87	224	Westdale Senior School					VRAI
3	159		92	56	1	4	0	153	245	Sheffield Community Centre					VRAI
3	160		175	89	0	3	0	267	401	Copetown Community Centre					VRAI
3	161		79	37	0	14	2	132	279	Queen's Rangers Public School					VRAI
3	162		120	66	0	4	0	190	352	Highland Secondary School					VRAI
3	163		161	74	1	4	0	240	459	Dundas Baptist Church					VRAI
3	164		200	92	1	4	0	297	513	Dundas Baptist Church					VRAI
3	165		66	74	0	2	0	142	310	Ancaster Old Town Hall					VRAI
3	166		131	59	1	1	2	194	378	Dundas Baptist Church					VRAI
3	167		169	104	1	0	1	275	438	Dundana Public School					VRAI
3	168		29	28	0	0	0	57	164	Hamilton Mennonite Church					VRAI
3	169		21	20	0	2	1	44	111	Hamilton Mennonite Church					VRAI
3	170s		27	11	0	5	2	45	51	Rambynas Senior Citizens Home					VRAI
3	171		13	17	0	0	0	30	105	Hamilton Mennonite Church					VRAI
3	172		38	39	0	0	0	77	149	Hamilton Mennonite Church					VRAI
3	173		160	63	0	8	1	232	472	Holy Name of Mary School					VRAI
3	174		66	48	0	2	0	116	244	Hamilton Mennonite Church					VRAI
3	175		135	68	0	0	0	203	375	Hamilton Mennonite Church					VRAI
3	176		151	100	2	7	0	260	448	Prince Philip Elementary School					VRAI
3	177		53	77	0	1	0	131	334	St. Mary's Catholic Secondary School					VRAI
3	178		85	62	2	3	0	152	420	St. Mary's Catholic Secondary School					VRAI
3	179		82	58	1	2	0	143	377	St. Mary's Catholic Secondary School					VRAI
3	180		205	111	0	5	0	321	580	Queen's Rangers Public School					VRAI
3	181		119	56	0	0	1	176	303	Ancaster Old Town Hall					VRAI
3	182		170	62	0	2	0	234	437	Ancaster Meadows Elementary School					VRAI
3	183		152	97	1	4	0	254	463	Ancaster Old Town Hall					VRAI
3	184		139	69	0	3	1	212	373	Ancaster Meadows Elementary School					VRAI
3	185		80	42	2	1	0	125	332	Holy Name of Mary School					VRAI
3	186s		39	12	0	8	0	59	167	The Willowgrove					VRAI
3	187		117	70	0	0	5	192	436	Holy Name of Mary School					VRAI
3	188s		53	17	0	9	1	80	106	The Meadowlands Retirement Residence					VRAI
3	189		155	65	0	3	2	225	375	Lynden Troy United Church					VRAI
3	190		195	123	0	1	0	319	525	Morgan Firestone Arena and Rotary Centre					VRAI
3	191		166	76	0	5	0	247	445	Morgan Firestone Arena and Rotary Centre					VRAI
3	192		153	65	0	1	0	219	451	Ancaster Old Town Hall					VRAI
3	193		164	89	1	2	4	260	455	Morgan Firestone Arena and Rotary Centre					VRAI
3	194		152	58	0	5	0	215	383	Morgan Firestone Arena and Rotary Centre					VRAI
3	195		146	65	0	2	2	215	376	Ancaster Old Town Hall					VRAI
3	196		172	73	2	4	0	251	457	Ancaster Old Town Hall					VRAI
3	197		135	93	0	4	0	232	430	Ancaster Meadows Elementary School					VRAI
3	198		153	66	0	2	0	221	394	Ancaster Meadows Elementary School					VRAI
3	199		114	75	0	3	1	193	377	Marritt Hall (Ancaster Agricultural Society)					VRAI
3	200		155	56	2	2	1	216	404	Ancaster Meadows Elementary School					VRAI
3	201		123	60	2	4	0	189	386	Ancaster Meadows Elementary School					VRAI
3	202		123	60	1	3	3	190	376	Marritt Hall (Ancaster Agricultural Society)					VRAI
3	203		159	52	0	4	0	215	404	Holy Name of Mary School					VRAI
3	204		130	64	0	3	1	198	414	Holy Name of Mary School					VRAI
3	205		82	42	1	3	0	128	309	Holy Name of Mary School					VRAI
3	206		95	55	0	0	0	150	391	Holy Name of Mary School					VRAI
3	207		64	16	0	6	0	86	232	Holy Name of Mary School					VRAI
3	208		64	26	0	0	0	90	249	Holy Name of Mary School					VRAI
3	209		62	36	1	1	0	100	222	Holy Name of Mary School					VRAI
3	210		244	89	0	11	0	344	594	Lynden Troy United Church					VRAI
3	211		145	64	1	5	3	218	420	Copetown Community Centre					VRAI
3	212		163	64	0	3	0	230	420	Ancaster High School					VRAI
3	213		161	73	1	1	0	236	419	Ancaster High School					VRAI
3	214s		19	6	0	4	4	33	126	The Meadows Long Term Care Centre					VRAI
3	215		97	40	0	1	0	138	321	Ancaster High School					VRAI
3	216		176	111	6	1	0	294	502	Ancaster High School					VRAI
3	217		120	75	0	2	0	197	370	Ancaster High School					VRAI
3	218		168	100	4	0	0	272	455	Ancaster Senior Public School					VRAI
3	219s		38	9	0	0	0	47	74	Ancaster Senior Public School					VRAI
3	220		87	50	1	1	2	141	254	Ancaster Senior Public School					VRAI
3	221		126	71	0	4	0	201	337	St. Ann's Church					VRAI
3	222s		24	13	0	3	0	40	53	Carrington Place Retirement Residence					VRAI
3	223		151	67	1	7	0	226	356	Marshall Memorial United Church					VRAI
3	224		151	69	1	1	0	222	388	St. Ann's Church					VRAI
3	225s		18	2	0	0	0	20	39	Marshall Memorial United Church					VRAI
3	226s		28	6	0	1	0	35	41	Highgate Retirement Residence					VRAI
3	227		123	69	0	3	0	195	319	St. Ann's Church					VRAI
3	228		78	37	0	2	0	117	219	St. Ann's Church					VRAI
3	229		176	85	0	0	0	261	438	St. Ann's Church					VRAI
3	230		164	86	1	3	0	254	458	Ancaster Meadows Elementary School					VRAI
3	231		157	50	0	3	2	212	367	Marritt Hall (Ancaster Agricultural Society)					VRAI
3	232		136	55	1	7	0	199	434	Marritt Hall (Ancaster Agricultural Society)					VRAI
3	233		100	76	0	0	0	176	365	Marritt Hall (Ancaster Agricultural Society)					VRAI
3	234		151	57	1	4	1	214	431	Marritt Hall (Ancaster Agricultural Society)					VRAI
3	235A		48	78	0	1	0	127	242	Redeemer University College					VRAI
3	235B		47	65	0	1	0	113	203	Redeemer University College					VRAI
3	236		188	79	2	3	0	272	497	Marritt Hall (Ancaster Agricultural Society)					VRAI
3	237		123	68	0	3	0	194	352	Ancaster High School					VRAI
3	238		42	14	0	0	1	57	142	Bishop Tonnos Catholic Secondary School					VRAI
3	239		96	51	1	1	2	151	309	Bishop Tonnos Catholic Secondary School					VRAI
3	240		155	85	0	0	2	242	451	Ancaster Senior Public School					VRAI
3	241		78	43	0	1	1	123	316	Bishop Tonnos Catholic Secondary School					VRAI
3	242		174	82	0	4	0	260	488	Ancaster Senior Public School					VRAI
3	243		100	68	0	2	0	170	353	Maple Lane Learning Centre					VRAI
3	244		196	83	0	4	1	284	471	Maple Lane Learning Centre					VRAI
3	245		154	68	1	4	0	227	393	Ancaster Senior Achievement Centre					VRAI
3	246		154	76	0	0	2	232	426	Bishop Tonnos Catholic Secondary School					VRAI
3	247		120	45	1	7	0	173	373	Maple Lane Learning Centre					VRAI
3	248		127	54	1	5	2	189	318	Ancaster Senior Achievement Centre					VRAI
3	249		223	73	1	4	0	301	454	St. Paul's Presbyterian Church					VRAI
3	400		35	21	0	0	0	56	124	Royal Canadian Legion Hall					VRAI
